"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ID.cds.WP_011102932.1.Parent.gene.PSPTO_RS00005.Dbxref.Genbank.WP_011102932.1.GeneID.1181609.Name.WP_011102932.1.gbkey.CDS.gene.dnaA.inference.COORDINATES..similar.to.AA.sequence.RefSeq.NP_064721.1.locus_tag.PSPTO_RS00005.product.chromosomal.replication.initiator.protein.DnaA.protein_id.WP_011102932.1.transl_table.11",2.61236796827313,-2.0113276542125,1.32941213069117,-1.51294516409053,0.130293588383737,0.303816635421668
"ID.cds.WP_193383851.1.Parent.gene.PSPTO_RS30015.Dbxref.Genbank.WP_193383851.1.GeneID.61783222.Name.WP_193383851.1.gbkey.CDS.inference.COORDINATES..ab.initio.prediction.GeneMarkS.2..locus_tag.PSPTO_RS30015.product.AbrB/MazE/SpoVT.family.DNA.binding.domain.containing.protein.protein_id.WP_193383851.1.transl_table.11",35.6910264309358,2.12568693909426,0.822070596345679,2.58577176770889,0.00971612430972409,0.0561553631979777
"ID.cds.WP_011102968.1.Parent.gene.PSPTO_RS00280.Dbxref.Genbank.WP_011102968.1.GeneID.1181656.Name.WP_011102968.1.gbkey.CDS.gene.tcmP.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_003117068.1.locus_tag.PSPTO_RS00280.product.three.Cys.motif.partner.protein.TcmP.protein_id.WP_011102968.1.transl_table.11",2.12463349755618,0.858558249400137,1.16499873221573,0.736960672710118,0.461146265595949,0.663310674295605
"ID.cds.WP_011102969.1.Parent.gene.PSPTO_RS00285.Dbxref.Genbank.WP_011102969.1.GeneID.1181657.Name.WP_011102969.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_016975890.1.locus_tag.PSPTO_RS00285.product.phage.Gp37/Gp68.family.protein.protein_id.WP_011102969.1.transl_table.11",8.78857416909218,1.88828472097584,1.04081767347454,1.81423199192248,0.0696420167644436,0.203426472909605
"ID.cds.WP_011102972.1.Parent.gene.PSPTO_RS00300.Dbxref.Genbank.WP_011102972.1.GeneID.1181660.Name.WP_011102972.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_008439393.1.locus_tag.PSPTO_RS00300.product.hypothetical.protein.protein_id.WP_011102972.1.transl_table.11",5.58002754534109,0.945209723429347,1.03832384178846,0.910322661763476,0.362652370668729,0.58110370749198
"ID.cds.WP_052507194.1.Parent.gene.PSPTO_RS00305.Dbxref.Genbank.WP_052507194.1.GeneID.44145997.Name.WP_052507194.1.gbkey.CDS.inference.COORDINATES..ab.initio.prediction.GeneMarkS.2..locus_tag.PSPTO_RS00305.product.hypothetical.protein.protein_id.WP_052507194.1.transl_table.11",38.3786343157685,0.456202322407137,0.766950047986064,0.594826643019425,0.551959356255403,0.7253497299482
"ID.cds.WP_159250468.1.Parent.gene.PSPTO_RS00310.Dbxref.Genbank.WP_159250468.1.GeneID.1181662.Name.WP_159250468.1.gbkey.CDS.inference.COORDINATES..protein.motif.HMM.NF018259.2.locus_tag.PSPTO_RS00310.product.hypothetical.protein.protein_id.WP_159250468.1.transl_table.11",49.7293389746557,0.641603430448288,0.68852849483417,0.931847316795242,0.351415437408514,0.569398807870106
"ID.cds.WP_002551322.1.2.Parent.gene.PSPTO_RS00315.Dbxref.Genbank.WP_002551322.1.GeneID.1181663.Name.WP_002551322.1.gbkey.CDS.gene.istA.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_002551322.1.locus_tag.PSPTO_RS00315.product.IS21.like.element.ISPsy4.family.transposase.protein_id.WP_002551322.1.transl_table.11",14.9091999056959,-0.783796038428464,1.06498871104531,-0.735966522742902,0.461751071375435,0.663908864489886
"ID.cds.WP_005741073.1.2.Parent.gene.PSPTO_RS00320.Dbxref.Genbank.WP_005741073.1.GeneID.1181664.Name.WP_005741073.1.gbkey.CDS.gene.istB.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_010218135.1.locus_tag.PSPTO_RS00320.product.IS21.like.element.ISPsy4.family.helper.ATPase.IstB.protein_id.WP_005741073.1.transl_table.11",65.5434672677574,0.877179373056554,0.632340808966172,1.38719399510317,0.165382616031247,0.353023073316232
"ID.cds.WP_159229425.1.Parent.gene.PSPTO_RS00325.Dbxref.Genbank.WP_159229425.1.GeneID.44145998.Name.WP_159229425.1.gbkey.CDS.inference.COORDINATES..protein.motif.HMM.NF018259.2.locus_tag.PSPTO_RS00325.product.TniQ.family.protein.protein_id.WP_159229425.1.transl_table.11",60.1448620230175,-0.810236927234655,0.609755031226353,-1.32879088443943,0.183916970402873,0.378270159068757
"ID.cds.WP_011102975.1.Parent.gene.PSPTO_RS00330.Dbxref.Genbank.WP_011102975.1.GeneID.1181665.Name.WP_011102975.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_008439397.1.locus_tag.PSPTO_RS00330.product.TniB.family.NTP.binding.protein.protein_id.WP_011102975.1.transl_table.11",24.4092148532543,1.7359220821311,0.862100386194136,2.01359622374672,0.0440519432337053,0.152210942500728
"ID.cds.WP_044392641.1.Parent.gene.PSPTO_RS00335.Dbxref.Genbank.WP_044392641.1.GeneID.1181666.Name.WP_044392641.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_008439398.1.locus_tag.PSPTO_RS00335.product.DDE.type.integrase/transposase/recombinase.protein_id.WP_044392641.1.transl_table.11",59.1006112822625,0.435971473523801,0.671360262388142,0.649385282311731,0.516089374570564,0.700444209801657
"ID.cds.WP_223862839.1.Parent.gene.PSPTO_RS00340.Dbxref.Genbank.WP_223862839.1.GeneID.1181667.Name.WP_223862839.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_008439400.1.locus_tag.PSPTO_RS00340.product.TnsA.endonuclease.N.terminal.domain.containing.protein.protein_id.WP_223862839.1.transl_table.11",4.77610424994276,-1.70487699219284,1.24120261027371,-1.37356864872923,0.169575635521743,0.357891161095139
"ID.cds.WP_005769591.1.Parent.gene.PSPTO_RS00350.Dbxref.Genbank.WP_005769591.1.GeneID.1181669.Name.WP_005769591.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_005613222.1.locus_tag.PSPTO_RS00350.product.type.III.effector.protein_id.WP_005769591.1.transl_table.11",21.4706687023328,0.721154870415642,0.810181947020972,0.890114711969722,0.373404294075438,0.589462124609653
"ID.cds.WP_005769588.1.Parent.gene.PSPTO_RS00355.Dbxref.Genbank.WP_005769588.1.GeneID.1181670.Name.WP_005769588.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_008084326.1.locus_tag.PSPTO_RS00355.product.CitMHS.family.transporter.protein_id.WP_005769588.1.transl_table.11",8.37026168131327,-1.71427132887515,0.841144626253166,-2.03802208962718,0.0415477238003443,0.146679569632158
"ID.cds.WP_011102978.1.Parent.gene.PSPTO_RS00360.Dbxref.Genbank.WP_011102978.1.GeneID.1181671.Name.WP_011102978.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_005769586.1.locus_tag.PSPTO_RS00360.product.GFA.family.protein.protein_id.WP_011102978.1.transl_table.11",7.03375686412271,-0.283398395724129,1.16211894912584,-0.243863501182307,0.807336537715066,0.89607725632683
"ID.cds.WP_005769583.1.Parent.gene.PSPTO_RS00365.Dbxref.Genbank.WP_005769583.1.GeneID.1181672.Name.WP_005769583.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_003425915.1.locus_tag.PSPTO_RS00365.product.HDOD.domain.containing.protein.protein_id.WP_005769583.1.transl_table.11",30.907093331612,1.07329541993817,0.815160466827695,1.31666765454787,0.187950050255377,0.383986323603137
"ID.cds.WP_005769579.1.Parent.gene.PSPTO_RS00375.Dbxref.Genbank.WP_005769579.1.GeneID.1181674.Name.WP_005769579.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_003377961.1.locus_tag.PSPTO_RS00375.product.hydrogen.peroxide.inducible.genes.activator.protein_id.WP_005769579.1.transl_table.11",9.26557780595752,-2.28982415478266,0.914865363856426,-2.50290834613126,0.0123177438247722,0.0661093683944218
"ID.cds.WP_011102980.1.Parent.gene.PSPTO_RS00395.Dbxref.Genbank.WP_011102980.1.GeneID.1181678.Name.WP_011102980.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_004655375.1.locus_tag.PSPTO_RS00395.product.SDR.family.oxidoreductase.protein_id.WP_011102980.1.transl_table.11",19.165020898826,0.675538607417146,0.843557067741565,0.800821465731713,0.423235010207789,0.632064524381713
"ID.cds.WP_003377974.1.Parent.gene.PSPTO_RS00400.Dbxref.Genbank.WP_003377974.1.GeneID.1181679.Name.WP_003377974.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_005738648.1.locus_tag.PSPTO_RS00400.product.lipoprotein.protein_id.WP_003377974.1.transl_table.11",69.4304238074617,0.392958699640933,0.624694674735098,0.629041218908369,0.529322071452987,0.708855853310136
"ID.cds.WP_011102981.1.Parent.gene.PSPTO_RS00405.Dbxref.Genbank.WP_011102981.1.GeneID.1181680.Name.WP_011102981.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.NP_254026.1.locus_tag.PSPTO_RS00405.product.RidA.family.protein.protein_id.WP_011102981.1.transl_table.11",1.45430940637804,0.669277759226552,1.57020235871011,0.426236628364482,0.669935429853807,NA
"ID.cds.WP_002551500.1.Parent.gene.PSPTO_RS00415.Dbxref.Genbank.WP_002551500.1.GeneID.1181682.Name.WP_002551500.1.gbkey.CDS.gene.rpoZ.inference.COORDINATES..similar.to.AA.sequence.RefSeq.NP_254024.1.locus_tag.PSPTO_RS00415.product.DNA.directed.RNA.polymerase.subunit.omega.protein_id.WP_002551500.1.transl_table.11",4.31555094230569,-1.49114266264978,1.64290188983658,-0.907627334215377,0.364075147614346,0.582125177334056
"ID.cds.WP_003377979.1.Parent.gene.PSPTO_RS00420.Dbxref.Genbank.WP_003377979.1.GeneID.1181683.Name.WP_003377979.1.gbkey.CDS.gene.gmk.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_002551501.1.locus_tag.PSPTO_RS00420.product.guanylate.kinase.protein_id.WP_003377979.1.transl_table.11",1.60053340320577,0.844151011941776,2.31446444511881,0.364728442349626,0.715314125117974,0.837871278554853
"ID.cds.WP_005769567.1.Parent.gene.PSPTO_RS00430.Dbxref.Genbank.WP_005769567.1.GeneID.1181685.Name.WP_005769567.1.gbkey.CDS.gene.rph.inference.COORDINATES..similar.to.AA.sequence.RefSeq.NP_254021.1.locus_tag.PSPTO_RS00430.product.ribonuclease.PH.protein_id.WP_005769567.1.transl_table.11",40.7201798083497,3.4358405463103,0.763816186063796,4.49825574398515,6.85132510011652e-06,0.000283871792700453
"ID.cds.WP_005769565.1.Parent.gene.PSPTO_RS00435.Dbxref.Genbank.WP_005769565.1.GeneID.1181686.Name.WP_005769565.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_003377984.1.locus_tag.PSPTO_RS00435.product.DUF4870.domain.containing.protein.protein_id.WP_005769565.1.transl_table.11",12.4729475393753,2.33923576974481,0.846691468843202,2.76279596030512,0.00573085792699352,0.0391794450495238
"ID.cds.WP_005613323.1.Parent.gene.PSPTO_RS00440.Dbxref.Genbank.WP_005613323.1.GeneID.1181687.Name.WP_005613323.1.gbkey.CDS.gene.crc.inference.COORDINATES..similar.to.AA.sequence.RefSeq.NP_254019.1.locus_tag.PSPTO_RS00440.product.catabolite.repression.control.protein.Crc.protein_id.WP_005613323.1.transl_table.11",1.92752394044226,0.743644192305619,1.36196287745653,0.54600914945228,0.585059647956781,0.747328099934615
"ID.cds.WP_007246510.1.Parent.gene.PSPTO_RS00445.Dbxref.Genbank.WP_007246510.1.GeneID.1181688.Name.WP_007246510.1.gbkey.CDS.gene.pyrE.inference.COORDINATES..similar.to.AA.sequence.RefSeq.NP_254018.1.locus_tag.PSPTO_RS00445.product.orotate.phosphoribosyltransferase.protein_id.WP_007246510.1.transl_table.11",0.0790297405979095,1.52252919669171,4.08299275778766,0.372895394876154,0.709226299588089,NA
"ID.cds.WP_005769563.1.Parent.gene.PSPTO_RS00450.Dbxref.Genbank.WP_005769563.1.GeneID.1181689.Name.WP_005769563.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_005769563.1.locus_tag.PSPTO_RS00450.product.hypothetical.protein.protein_id.WP_005769563.1.transl_table.11",17.6102175555478,-0.803262089552219,0.781951818440899,-1.02725266520105,0.304301504987406,0.52136298806716
"ID.cds.WP_011102983.1.Parent.gene.PSPTO_RS30110.Dbxref.Genbank.WP_011102983.1.GeneID.68226056.Name.WP_011102983.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_003121305.1.locus_tag.PSPTO_RS30110.product.phosphomannomutase/phosphoglucomutase.protein_id.WP_011102983.1.transl_table.11",84.9178098421263,-0.577039530369288,0.49004527323365,-1.17752289816325,0.238986863573472,0.446702041807012
"ID.cds.WP_011102984.1.Parent.gene.PSPTO_RS00470.Dbxref.Genbank.WP_011102984.1.GeneID.1181692.Name.WP_011102984.1.gbkey.CDS.gene.dut.inference.COORDINATES..similar.to.AA.sequence.RefSeq.NP_254008.1.locus_tag.PSPTO_RS00470.product.dUTP.diphosphatase.protein_id.WP_011102984.1.transl_table.11",1.5275230110215,0.966706582966925,1.64238516856455,0.588599191876428,0.556130176140667,0.728107838658087
"ID.cds.WP_046463702.1.Parent.gene.PSPTO_RS00475.Dbxref.Genbank.WP_046463702.1.GeneID.1181693.Name.WP_046463702.1.gbkey.CDS.gene.coaBC.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_017526818.1.locus_tag.PSPTO_RS00475.product.bifunctional.phosphopantothenoylcysteine.decarboxylase/phosphopantothenate..cysteine.ligase.CoaBC.protein_id.WP_046463702.1.transl_table.11",0.855919658795432,2.85246216523837,2.14203089636245,1.33166247512226,0.182971125313772,NA
"ID.cds.WP_005769555.1.Parent.gene.PSPTO_RS00480.Dbxref.Genbank.WP_005769555.1.GeneID.1181694.Name.WP_005769555.1.gbkey.CDS.gene.radC.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_012698982.1.locus_tag.PSPTO_RS00480.product.DNA.repair.protein.RadC.protein_id.WP_005769555.1.transl_table.11",47.2993652360386,-1.26341114641505,0.625745051735989,-2.01905095838952,0.0434819233247218,0.151432585295414
"ID.cds.WP_011102986.1.Parent.gene.PSPTO_RS00485.Dbxref.Genbank.WP_011102986.1.GeneID.1181695.Name.WP_011102986.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_016981939.1.locus_tag.PSPTO_RS00485.product.ABC.transporter.substrate.binding.protein.protein_id.WP_011102986.1.transl_table.11",2.48738755901628,-2.00312268674227,1.36051629091359,-1.47232539596947,0.140933028529748,0.319921616442851
"ID.cds.WP_005769553.1.Parent.gene.PSPTO_RS00500.Dbxref.Genbank.WP_005769553.1.GeneID.1181699.Name.WP_005769553.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_005769553.1.locus_tag.PSPTO_RS00500.product.cupin.domain.containing.protein.protein_id.WP_005769553.1.transl_table.11",2.75725371737004,-1.94496806781443,1.27400797767671,-1.52665297383875,0.126847326877928,0.299960637045114
"ID.cds.WP_011102988.1.Parent.gene.PSPTO_RS00505.Dbxref.Genbank.WP_011102988.1.GeneID.1181700.Name.WP_011102988.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.NP_253999.1.locus_tag.PSPTO_RS00505.product.aldehyde.dehydrogenase.protein_id.WP_011102988.1.transl_table.11",22.4136820691889,1.1066705930559,0.852946314572011,1.29746805179784,0.194470190791241,0.392769901047127
"ID.cds.WP_005769549.1.Parent.gene.PSPTO_RS00510.Dbxref.Genbank.WP_005769549.1.GeneID.1181701.Name.WP_005769549.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_005769549.1.locus_tag.PSPTO_RS00510.product.hypothetical.protein.protein_id.WP_005769549.1.transl_table.11",6.46594253618082,1.92408436618146,1.01972410230287,1.88686759667272,0.059178136393896,0.183986600885033
"ID.cds.WP_005769547.1.Parent.gene.PSPTO_RS00515.Dbxref.Genbank.WP_005769547.1.GeneID.1181702.Name.WP_005769547.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_003367465.1.locus_tag.PSPTO_RS00515.product.MFS.transporter.protein_id.WP_005769547.1.transl_table.11",90.454948800495,0.125276651745954,0.745546940858935,0.168033218138652,0.86655714631285,0.927405427528565
"ID.cds.WP_010208311.1.Parent.gene.PSPTO_RS00520.Dbxref.Genbank.WP_010208311.1.GeneID.1181703.Name.WP_010208311.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_005744843.1.locus_tag.PSPTO_RS00520.product.phospholipase.D.family.protein.protein_id.WP_010208311.1.transl_table.11",45.3813752012714,0.422927240786019,0.575295288514134,0.735148104338469,0.462249300497901,0.664353391390439
"ID.cds.WP_005769539.1.Parent.gene.PSPTO_RS00525.Dbxref.Genbank.WP_005769539.1.GeneID.1181704.Name.WP_005769539.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_007246500.1.locus_tag.PSPTO_RS00525.product.PLP.dependent.aminotransferase.family.protein.protein_id.WP_005769539.1.transl_table.11",31.3299546056372,-1.49344338847778,0.82612597474695,-1.807767137373,0.0706427504530239,0.205155888505724
"ID.cds.WP_005769536.1.Parent.gene.PSPTO_RS00535.Dbxref.Genbank.WP_005769536.1.GeneID.1181706.Name.WP_005769536.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_016566904.1.locus_tag.PSPTO_RS00535.product.FAD.binding.oxidoreductase.protein_id.WP_005769536.1.transl_table.11",190.741522976805,-0.517885676329229,0.529998176875016,-0.977146146771288,0.328496804631834,0.546482273563434
"ID.cds.WP_005769534.1.Parent.gene.PSPTO_RS00540.Dbxref.Genbank.WP_005769534.1.GeneID.1181707.Name.WP_005769534.1.gbkey.CDS.inference.COORDINATES..similar.to.AA.sequence.RefSeq.WP_017135860.1.locus_tag.PSPTO_RS00540.product.YkgJ.family.cysteine.cluster.protein.protein_id.WP_005769534.1.transl_table.11",7.16800668305791,1.72438133932845,1.16366334492129,1.48185585363187,0.138378653714971,0.316371235624208
